TF1,DF1,TF2,DF2
42,12,0,0
198,63,1,1
209,128,0,0
1205,601,10,9
201,180,0,0
57,48,0,0
827,507,1,1
2497,1148,96,39
263,169,83,50
25,16,13,7
902,497,6,6
232,199,0,0
1177,860,3,3
486,383,0,0
452,263,24,7
36,24,0,0
557,321,45,41
1023,684,3,3
578,392,38,22
459,307,20,14
315,191,2,2
42,40,1,1
703,541,3,2
45,41,0,0
431,195,7,5
1717,1013,6,6
373,214,180,142
1468,643,15,10
845,407,54,29
1101,661,1,1
1908,1299,1746,1108
532,410,0,0
110,97,0,0
718,491,2,2
366,130,3,3
40,29,2,2
274,166,6,3
379,237,21,15
128,98,1,1
419,336,4,3
107,41,1,1
214,116,82,51
326,179,45,30
33,20,14,10
524,267,24,18
483,334,263,192
88,69,40,28
285,188,102,79
394,136,184,64
184,125,5,3
1121,454,15,11
208,150,189,148
144,131,0,0
206,78,80,41
68,42,0,0
86,57,59,39
75,40,3,3
48,26,6,4
150,40,47,29
1851,1050,12,10
469,330,2,2
721,251,125,91
2444,1021,0,0
1501,440,51,19
1429,734,84,59
472,232,31,26
618,373,1,1
130,43,43,19
235,144,0,0
1222,726,32,28
522,183,6,4
277,103,27,18
29,22,16,14
1261,466,619,233
21,17,12,9
31,18,2,2
168,117,7,5
220,113,9,5
893,839,0,0
31,1,23,1
1115,750,0,0
68,44,0,0
366,288,5,4
1297,804,9,8
200,147,0,0
2454,913,2,2
443,275,10,2
158,127,1,1
590,272,36,22
36,10,0,0
594,298,1,1
97,76,3,2
396,315,0,0
163,77,0,0
252,155,20,17
1900,521,9,9
316,257,0,0
86,77,0,0
65,27,2,2
77,65,0,0
30,25,1,1
2237,1104,40,24
35,30,16,12
734,182,8,7
23,15,8,7
462,321,2,2
15,11,19,11
134,109,0,0
300,138,2,2
100,75,0,0
128,88,4,1
2232,1115,4,4
107,76,1,1
38,22,0,0
214,110,53,45
598,375,18,15
293,162,44,19
75,29,30,15
2368,1154,187,112
500,353,55,45
268,98,2,2
34,33,0,0
37,12,8,6
33,24,0,0
124,103,0,0
147,73,10,7
327,242,0,0
111,60,0,0
337,254,0,0
89,60,4,4
1255,536,46,32
31,11,6,5
108,92,0,0
236,183,1,1
326,223,0,0
224,170,109,85
18,13,4,4
68,35,18,11
91,35,2014,1007
268,202,1,1
23,21,12,10
565,289,0,0
230,176,0,0
141,89,18,9
550,347,0,0
647,511,1,1
1663,921,2,2
235,173,0,0
272,153,2,2
900,397,357,189
1347,664,90,56
1452,965,0,0
303,227,5,3
34,33,0,0
364,289,8,6
38,19,18,10
40,7,9,3
36,15,17,4
226,152,7,4
68,58,0,0
2215,1050,1662,850
171,114,1,1
1339,722,21,18
35,23,0,0
243,183,8,5
353,285,2,2
882,604,11,10
1426,486,18,10
191,116,0,0
429,240,0,0
17,14,15,8
29,28,9,9
204,150,0,0
233,129,0,0
596,455,0,0
40,39,0,0
385,295,0,0
557,244,95,58
1296,516,4,4
523,311,20,9
88,53,1,1
69,61,0,0
145,110,0,0
123,105,1,1
276,194,9,8
91,11,7,5
205,151,27,21
137,56,0,0
178,117,1,1
44,25,0,0
640,504,0,0
1452,721,660,365
53,39,0,0
25,21,13,10
773,514,1,1
147,99,1,1
462,352,188,156
82,62,0,0
493,248,10,7
163,129,19,14
579,341,9,5
23,11,11,2
230,178,0,0
197,158,11,4
368,281,1,1
505,378,2,2
1920,1135,1,1
1002,397,35,21
129,114,0,0
75,49,0,0
621,471,11,10
741,535,2,2
61,41,33,27
106,76,1,1
79,35,0,0
235,193,0,0
125,112,0,0
39,24,0,0
147,101,0,0
158,106,0,0
74,64,0,0
325,190,10,10
29,24,16,12
178,112,6,5
58,43,0,0
135,118,1,1
153,133,0,0
360,181,27,16
315,152,27,22
294,227,1,1
186,157,1,1
46,35,0,0
913,600,5,4
437,306,1,1
37,28,5,4
43,41,2,1
240,197,1,1
113,88,0,0
409,299,1,1
582,392,7,6
155,111,0,0
45,40,1,1
99,86,1,1
514,367,1,1
37,29,0,0
346,232,11,9
82,68,0,0
42,40,2,2
345,272,0,0
333,265,0,0
119,95,1,1
72,63,0,0
105,79,0,0
466,317,1,1
184,138,0,0
153,140,0,0
460,348,11,4
223,129,23,18
418,333,7,5
164,109,19,13
612,405,14,11
94,80,0,0
121,99,1,1
182,133,4,2
1025,443,142,89
85,77,0,0
326,206,138,42
137,112,0,0
530,283,85,50
104,89,0,0
233,134,4,4
468,328,0,0
64,56,0,0
80,74,0,0
35,34,0,0
165,121,11,9
180,130,0,0
231,194,7,6
64,58,0,0
215,156,2,1
567,293,10,10
30,21,5,4
2800,1543,48,29
184,154,3,2
365,203,49,11
221,140,17,15
74,68,0,0
45,34,4,4
54,51,6,5
47,43,0,0
179,124,20,14
51,43,3,2
145,107,0,0
65,46,0,0
910,616,10,7
819,378,6,4
93,57,7,5
265,140,0,0
345,278,0,0
404,289,18,14
41,36,2,2
234,203,1,1
366,288,0,0
42,40,0,0
160,118,0,0
95,56,1,1
456,353,6,5
230,148,1,1
353,203,4,3
246,208,1,1
231,164,9,6
338,264,1,1
710,488,2,1
483,347,20,15
31,30,0,0
147,89,0,0
4443,1929,19,15
204,155,8,7
1615,632,62,42
32,30,0,0
358,271,6,3
134,121,0,0
99,84,0,0
191,147,5,3
74,64,0,0
70,48,0,0
366,281,10,9
190,160,5,3
157,127,0,0
46,43,0,0
899,514,4,4
58,42,9,2
277,202,10,9
117,90,20,14
1706,1229,1,1
625,372,299,171
213,180,1,1
458,370,0,0
93,72,4,4
241,194,13,5
489,343,0,0
1440,810,9,7
72,65,0,0
401,303,14,12
79,64,1,1
1006,667,1,1
154,124,0,0
613,459,1,1
773,571,5,4
132,101,0,0
468,311,0,0
109,99,4,3
174,110,14,2
39,30,0,0
391,246,3,3
52,46,1,1
65,55,0,0
198,173,1,1
75,52,9,2
226,140,5,5
674,440,0,0
113,89,11,2
320,237,20,10
54,19,10,5
21,18,11,9
95,82,0,0
42,29,0,0
195,98,0,0
41,23,1,1
68,42,1,1
124,99,6,4
64,33,1,1
949,661,1,1
202,166,1,1
85,50,84,60
53,49,0,0
191,160,2,2
456,341,0,0
1491,722,7,7
118,94,1,1
410,320,0,0
68,55,4,3
516,279,10,10
598,250,4,3
86,66,1,1
429,189,18,12
916,577,31,24
556,388,0,0
68,53,0,0
78,42,1,1
234,164,0,0
564,339,0,0
1191,681,6,6
210,175,8,4
88,57,3,2
162,108,10,6
111,91,0,0
132,103,0,0
63,53,1,1
208,129,1,1
146,134,0,0
98,71,0,0
266,224,1,1
178,132,2,2
88,74,0,0
375,196,142,87
161,138,0,0
102,48,0,0
225,141,0,0
437,288,17,12
183,110,1,1
294,235,2,2
185,109,2,2
70,62,11,7
69,44,0,0
87,72,0,0
502,342,2,2
285,200,0,0
53,51,0,0
612,323,37,28
54,45,0,0
215,148,1,1
545,351,7,5
173,131,0,0
29,28,0,0
94,15,13,4
379,305,0,0
105,95,3,2
304,223,2,1
394,284,17,17
693,497,5,5
314,237,0,0
407,341,0,0
70,62,0,0
224,155,0,0
172,125,2,2
33,9,10,6
1291,827,0,0
33,7,11,4
310,168,5,5
93,75,0,0
754,502,6,6
115,102,0,0
90,68,0,0
205,142,1,1
53,51,0,0
450,330,0,0
375,240,4,3
161,99,0,0
1839,592,0,0
24,14,8,6
223,177,0,0
34,31,0,0
592,429,9,8
48,45,1,1
948,661,79,51
2404,1306,2,2
193,152,5,4
128,105,0,0
12,6,3,3
29,13,3,3
194,163,5,4
782,702,3,3
57,43,0,0
141,79,4,3
409,251,17,6
96,80,0,0
312,260,2,2
151,98,3,2
120,88,6,4
78,70,0,0
342,241,4,4
415,260,0,0
45,41,0,0
128,107,0,0
36,26,0,0
132,84,1,1
32,31,0,0
556,328,5,1
66,46,0,0
35,30,0,0
82,69,0,0
60,40,18,12
94,85,0,0
1050,748,2,1
76,46,0,0
320,257,0,0
255,207,176,132
424,273,1,1
672,461,0,0
871,334,2,2
1804,504,390,151
2430,526,70,43
128,89,66,48
114,46,105,54
949,529,0,0
45,31,0,0
1452,574,1,1
32,13,2,1
29,13,11,9
182,108,5,4
113,51,0,0
42,16,1,1
1349,778,701,475
541,302,68,55
84,67,0,0
223,124,0,0
43,40,0,0
636,258,6,6
85,54,0,0
163,145,8,1
45,42,0,0
121,98,0,0
29,18,14,11
141,66,39,28
709,418,95,74
192,129,0,0
335,196,8,3
214,162,1,1
345,244,141,121
256,212,0,0
288,167,0,0
1052,524,5,4
234,165,0,0
1139,567,2,1
1326,676,2,2
2460,1071,120,84
86,65,37,29
865,360,51,36
149,74,1,1
276,194,0,0
754,456,813,526
1974,713,4,4
170,75,0,0
294,183,0,0
290,238,113,91
853,622,3,3
891,518,10,9
1783,1066,3,2
1025,484,32,27
499,375,4,4
139,66,13,7
643,522,11,4
277,180,0,0
523,288,15,11
1835,654,3,3
542,376,1,1
34,27,0,0
787,356,45,29
2061,797,53,41
38,38,0,0
620,326,6,5
42,33,1,1
1181,464,486,252
1502,716,10,8
62,14,4,3
433,240,10,6
1354,841,0,0
876,527,458,313
98,77,1,1
174,142,0,0
280,174,6,6
94,58,2,1
101,51,2,2
44,35,1,1
370,342,15,3
458,359,3,1
54,24,19,7
2115,1198,15,12
330,141,179,101
71,41,5,2
598,262,12,8
126,78,1,1
468,316,6,6
86,70,11,4
434,324,1,1
123,59,35,26
357,230,178,131
902,401,4,3
327,268,0,0
243,172,0,0
623,269,115,56
35,22,21,10
87,69,9,9
504,354,2,2
179,149,0,0
114,70,3,3
37,13,19,8
633,436,360,281
375,302,3,3
823,373,34,26
29,25,19,16
437,270,3,3
128,84,2,2
30,26,0,0
171,68,1,1
51,48,0,0
146,83,2,2
86,71,0,0
1088,468,600,390
79,70,1,1
183,131,2,2
215,162,0,0
141,73,0,0
248,127,25,9
270,207,0,0
268,186,9,4
187,20,72,14
98,71,8,6
112,81,83,60
439,308,7,7
118,80,3,2
72,49,28,26
326,193,12,12
54,49,0,0
1354,596,2,1
86,48,49,30
634,404,6,3
500,315,8,5
231,148,3,3
220,170,1,1
209,149,3,3
321,127,6,5
594,230,711,370
387,228,22,14
1291,591,503,257
142,95,1,1
161,103,0,0
109,99,2,1
413,206,43,14
227,147,17,17
552,332,15,10
73,55,0,0
34,12,0,0
345,263,2,1
287,77,8,7
284,112,31,13
48,29,7,4
808,469,6,6
438,324,6,6
658,465,10,7
105,76,16,11
62,54,0,0
147,90,5,3
88,52,0,0
1173,751,26,16
697,517,2,2
1895,798,28,19
1293,674,1,1
486,344,3,2
370,308,0,0
138,49,19,13
809,420,25,19
340,205,96,62
57,54,0,0
605,217,67,41
742,231,44,33
44,32,0,0
568,209,2,2
483,297,0,0
644,220,422,266
146,120,5,4
177,97,4,3
327,168,19,11
168,73,0,0
165,107,2,2
40,32,6,6
225,146,19,2
326,242,7,6
79,36,29,16
151,85,25,19
190,161,0,0
40,22,0,0
554,376,4,1
531,236,23,18
809,531,0,0
101,61,4,4
131,108,0,0
491,336,0,0
165,55,0,0
121,42,0,0
462,323,216,165
223,187,0,0
85,31,0,0
33,31,0,0
159,106,0,0
181,112,0,0
62,44,0,0
260,141,0,0
1018,714,1,1
595,452,1,1
728,507,1,1
506,352,0,0
191,58,4,1
810,566,0,0
82,22,26,19
56,47,0,0
182,84,2,2
236,188,0,0
226,120,9,7
377,175,0,0
37,24,0,0
628,309,3,2
119,51,23,17
354,215,1,1
79,56,0,0
24,15,25,16
134,112,0,0
38,17,0,0
62,51,0,0
39,32,0,0
111,86,1,1
2440,1326,12,11
133,76,10,7
34,31,0,0
132,94,1,1
76,28,0,0
454,260,0,0
52,37,1,1
179,143,0,0
88,76,0,0
150,120,0,0
117,106,1,1
57,15,0,0
47,26,0,0
77,69,2,1
1201,809,1,1
50,36,5,4
82,47,0,0
56,40,0,0
50,43,0,0
52,40,0,0
527,303,1,1
371,221,3,3
149,104,0,0
165,92,2,2
193,99,0,0
242,174,6,5
856,569,0,0
268,186,2,2
269,206,3,2
501,383,1,1
116,80,1,1
47,16,0,0
245,93,41,16
389,252,4,4
461,301,0,0
38,28,0,0
234,106,11,10
4,4,246,196
273,188,114,80
237,187,3,2
301,178,3,2
89,66,0,0
174,123,0,0
65,51,0,0
225,132,3,3
37,32,0,0
53,33,0,0
122,77,0,0
77,51,3,3
274,198,0,0
29,17,0,0
674,439,4,3
1112,583,26,13
334,206,4,4
162,119,0,0
80,73,0,0
170,118,109,85
1208,704,7,5
168,148,0,0
647,396,9,8
250,143,6,5
25,19,0,0
34,8,2,1
166,129,87,72
1614,983,3,3
123,94,0,0
387,126,5,3
56,51,1,1
407,250,15,14
1719,759,5,2
116,75,4,3
102,73,90,39
304,209,1,1
72,35,0,0
597,284,32,20
37,7,3,2
94,47,0,0
535,291,7,3
1634,645,11,9
50,36,4,4
78,51,3,3
247,207,1,1
351,237,7,1
199,154,0,0
1686,1010,10,9
2434,1204,42,28
40,33,0,0
129,120,1,1
1110,671,2,2
130,109,0,0
475,236,18,8
837,437,1,1
10,7,951,516
496,336,11,9
359,210,2,2
82,52,160,90
64,49,0,0
253,155,143,100
52,38,34,23
64,55,0,0
57,19,0,0
1039,334,31,12
76,69,1,1
482,313,6,3
227,111,3,3
708,379,11,7
874,516,0,0
856,428,32,20
194,180,0,0
247,193,11,10
676,474,0,0
290,168,1,1
313,191,0,0
246,180,149,110
61,29,0,0
260,156,5,4
379,239,0,0
107,92,0,0
139,56,1,1
344,233,0,0
216,157,1,1
553,350,40,31
1157,775,0,0
241,75,0,0
807,651,130,103
39,35,1,1
47,38,27,21
536,250,92,64
74,63,0,0
164,122,1,1
59,46,0,0
601,285,8,8
68,48,40,31
500,338,4,3
39,37,0,0
227,183,0,0
385,290,2,2
82,69,49,39
90,47,2,2
155,99,0,0
71,31,0,0
57,40,31,23
29,11,18,9
44,30,3,2
82,49,48,41
34,19,0,0
280,155,148,102
24,19,19,16
17,17,12,10
14,11,28,13
1020,427,378,179
575,448,337,277
767,594,1,1
1150,739,2,2
87,72,0,0
262,218,0,0
79,71,0,0
33,32,0,0
45,40,49,26
68,50,41,31
48,35,28,19
116,102,60,49
173,148,0,0
276,202,0,0
204,184,2,2
546,176,100,75
111,44,64,33
168,136,0,0
62,43,1,1
31,25,0,0
200,170,0,0
434,189,157,70
476,199,206,101
318,233,177,137
663,294,330,144
369,190,88,43
704,311,363,143
215,119,6,6
25,19,11,7
182,116,0,0
115,23,27,15
238,73,18,12
58,32,3,3
26,13,18,10
18,15,12,10
25,13,14,9
115,67,32,26
244,177,14,13
683,368,11,9
207,174,0,0
487,231,6,5
57,57,0,0
83,44,363,228
1306,677,50,28
176,78,55,42
111,66,13,12
224,165,93,66
58,45,0,0
483,321,1,1
155,95,6,5
413,229,4,3
569,413,0,0
43,27,30,21
77,69,0,0
84,59,17,5
661,522,1,1
76,51,5,4
386,295,1,1
502,355,48,33
142,73,38,30
34,32,0,0
1589,513,180,110
188,155,0,0
103,38,5,2
116,70,2,2
50,41,1,1
222,178,0,0
290,210,19,14
368,277,0,0
133,42,7,7
38,31,0,0
292,194,0,0
71,65,0,0
29,22,0,0
313,209,1,1
353,176,6,6
2026,569,19,18
443,243,3,2
704,282,20,13
386,199,0,0
230,196,0,0
570,292,0,0
34,25,23,16
841,386,19,16
298,148,0,0
46,37,0,0
50,17,27,10
145,76,3,3
534,324,2,2
317,56,16,8
585,330,0,0
49,17,3,2
1051,417,32,15
110,64,0,0
1015,303,28,17
76,24,31,7
632,288,6,5
72,30,17,10
60,36,1,1
894,268,415,181
194,59,3,2
232,156,0,0
211,159,0,0
355,215,1,1
210,167,0,0
163,40,8,5
338,263,0,0
215,150,0,0
490,312,0,0
125,108,0,0
63,34,25,6
312,214,2,2
138,115,0,0
156,68,4,4
106,88,0,0
108,80,0,0
138,94,50,40
40,21,3,3
435,323,14,8
620,407,4,4
97,85,1,1
191,152,0,0
75,62,0,0
84,9,18,6
49,39,1,1
65,37,1,1
40,34,0,0
164,98,0,0
761,363,585,307
476,337,1,1
719,544,2,1
47,34,1,1
33,19,0,0
76,70,0,0
31,19,2,2
56,36,17,16
322,265,0,0
83,73,1,1
407,255,21,12
80,30,1,1
70,42,33,24
382,219,0,0
432,304,3,3
398,232,3,2
262,160,21,17
63,55,5,5
196,156,76,63
67,42,0,0
354,215,409,235
32,25,0,0
217,166,0,0
160,117,2,2
91,77,0,0
34,34,0,0
170,148,0,0
110,86,0,0
1158,561,25,23
45,36,0,0
166,89,6,6
430,238,98,75
104,85,0,0
434,233,2,2
294,151,0,0
927,669,1,1
154,81,56,40
643,425,39,28
45,33,16,8
600,329,8,8
141,110,0,0
549,271,47,33
222,151,2,2
179,136,107,89
216,186,0,0
2007,852,6,4
1183,590,0,0
382,222,13,4
526,329,0,0
81,70,0,0
38,21,3,3
513,396,0,0
91,85,0,0
61,37,20,11
377,302,0,0
1404,655,34,29
46,39,0,0
492,390,11,2
540,245,54,36
252,155,18,15
12,12,33,27
47,17,0,0
43,26,1,1
94,68,2,1
16,14,16,15
35,17,1,1
462,248,33,22
252,181,0,0
732,286,397,138
730,347,60,5
205,165,0,0
518,277,163,109
61,48,0,0
115,70,82,45
293,182,7,7
31,17,10,8
509,245,70,42
237,170,120,99
92,78,0,0
684,445,2,2
596,344,0,0
150,87,3,3
52,44,0,0
147,117,2,2
557,378,7,6
113,100,0,0
78,71,1,1
351,116,133,39
330,253,0,0
323,211,6,1
508,389,0,0
341,230,1,1
556,404,5,3
326,248,0,0
140,120,1,1
46,12,10,3
57,53,0,0
91,58,1,1
37,22,32,29
393,293,17,12
56,46,0,0
376,312,3,3
32,27,0,0
68,62,0,0
210,185,6,4
91,78,0,0
612,419,1,1
277,125,88,62
51,26,1,1
59,39,0,0
163,145,4,4
183,144,2,2
82,64,42,37
440,315,23,11
52,13,29,4
144,97,63,33
277,162,20,13
87,60,1,1
48,46,0,0
370,268,8,5
185,140,2,2
102,77,1,1
147,126,0,0
199,141,0,0
39,35,0,0
346,251,14,11
272,197,1,1
645,391,5,4
80,58,1,1
1094,604,5,5
90,55,31,25
168,124,15,12
132,103,10,8
540,366,0,0
131,116,1,1
114,104,0,0
38,36,0,0
97,80,0,0
207,161,0,0
275,186,9,6
211,159,3,3
123,110,0,0
216,179,7,7
201,67,5,3
35,32,0,0
325,187,0,0
34,34,0,0
177,83,0,0
45,35,0,0
123,101,0,0
240,206,0,0
204,176,1,1
148,89,2,2
80,70,0,0
179,122,3,3
250,186,0,0
189,128,1,1
81,55,1,1
135,120,0,0
119,73,4,4
173,153,0,0
77,56,21,19
250,171,10,6
575,440,1,1
579,288,4,3
79,56,0,0
130,101,0,0
80,68,0,0
53,50,1,1
118,103,0,0
20,7,16,3
464,350,3,3
51,38,1,1
250,179,5,3
64,50,2,2
169,53,56,25
475,375,0,0
230,197,0,0
34,32,0,0
264,190,152,120
521,172,15,10
262,187,163,119
141,113,3,1
18,7,213,127
542,230,1,1
1171,498,58,37
23,18,8,8
182,123,2,1
151,129,3,1
1010,638,508,395
114,80,39,31
134,98,1,1
403,302,0,0
651,397,53,32
32,17,16,7
375,266,0,0
182,100,22,19
120,79,76,42
298,148,0,0
431,158,266,80
36,24,10,8
54,39,15,10
223,103,0,0
131,45,197,155
39,16,24,7
459,352,17,17
564,259,24,16
2186,1150,65,37
33,26,0,0
132,84,17,11
70,54,0,0
74,69,0,0
388,164,19,5
1287,430,31,6
715,542,2,2
208,129,0,0
379,316,4,4
848,579,1,1
92,36,23,15
181,58,58,34
709,440,5,2
127,76,82,33
322,113,88,51
166,137,0,0
89,63,2,2
62,46,342,260
108,87,0,0
145,83,0,0
96,84,0,0
36,23,13,10
240,97,3,3
944,476,1,1
168,148,0,0
8,8,306,219
1008,477,221,125
900,533,0,0
920,429,9,7
768,322,14,12
140,76,96,53
224,165,7,4
141,108,4,3
58,36,0,0
372,210,10,5
126,100,0,0
181,148,3,3
99,81,20,19
353,217,2,2
57,43,0,0
48,35,13,13
36,31,1,1
155,127,4,2
131,88,42,30
66,57,0,0
280,150,2,2
592,246,40,13
37,27,4,4
468,304,1,1
335,205,21,15
62,47,2,2
839,374,42,16
214,104,25,14
95,41,7,6
44,33,0,0
255,119,16,8
1098,521,66,41
736,501,7,7
803,388,105,73
278,214,2,1
162,107,1,1
395,311,0,0
53,44,28,25
350,178,7,6
651,321,1,1
28,20,2,2
245,57,6,4
28,18,1,1
538,407,0,0
34,19,146,74
240,188,5,3
158,141,1,1
315,238,0,0
398,284,0,0
185,117,13,10
36,33,2,1
153,129,0,0
363,169,34,16
200,133,0,0
244,82,6,5
210,108,55,30
134,79,34,5
390,239,47,36
108,81,0,0
50,43,0,0
528,373,15,10
240,134,63,44
132,71,0,0
36,30,439,141
1400,820,123,50
58,53,0,0
98,44,0,0
213,106,8,8
693,418,1,1
1016,678,11,7
262,163,53,36
164,114,0,0
232,106,11,11
200,179,0,0
30,23,0,0
57,52,0,0
38,31,0,0
224,190,0,0
368,281,3,3
45,36,0,0
833,629,3,3
41,36,1,1
63,44,54,35
25,14,15,7
142,120,0,0
29,24,22,17
1953,704,869,398
127,36,32,17
659,500,409,346
57,51,31,29
610,227,8,6
291,193,0,0
43,39,0,0
551,328,190,120
61,14,47,8
471,353,0,0
71,39,33,21
113,72,41,30
43,30,26,22
1667,713,24,18
119,71,0,0
174,146,0,0
93,79,0,0
56,16,16,9
188,134,16,1
20,19,12,10
161,99,2,2
209,145,13,11
621,274,13,11
148,77,39,24
811,434,452,256
52,31,31,26
257,194,0,0
15,10,82,61
328,122,2,1
70,46,43,29
822,299,1,1
69,52,35,31
95,61,6,6
327,173,0,0
89,68,33,28
215,143,144,99
104,29,29,14
60,45,0,0
33,11,11,7
126,71,56,37
748,268,62,39
314,227,1,1
44,10,9,1
208,180,1,1
135,85,2,2
338,185,93,52
286,122,58,41
15,14,16,12
81,71,0,0
63,59,0,0
84,77,0,0
80,65,0,0
87,41,7,6
488,318,1,1
314,74,21,20
134,103,0,0
231,154,2,1
262,216,266,218
574,294,1,1
492,331,11,3
146,58,3,2
170,103,1,1
823,583,1,1
220,183,0,0
30,24,17,14
131,92,74,49
347,129,97,56
541,332,9,9
464,234,115,73
256,184,2,1
209,143,0,0
380,188,7,6
103,29,15,12
316,229,0,0
64,34,2,2
36,36,0,0
170,147,4,3
3616,1173,737,482
93,66,0,0
51,32,0,0
49,45,2,1
108,92,2,2
165,113,1,1
1604,829,4,2
57,48,0,0
85,62,1,1
33,29,0,0
241,183,0,0
72,49,0,0
138,88,0,0
91,58,0,0
510,336,8,5
121,97,1,1
93,65,0,0
250,180,1,1
61,55,0,0
89,47,24,11
28,26,14,12
125,92,2,2
17,13,12,11
44,28,2,2
21,16,11,11
407,264,23,21
18,15,14,11
48,45,0,0
37,30,0,0
306,248,5,5
291,243,0,0
143,131,1,1
75,69,0,0
62,56,5,4
114,96,0,0
356,288,0,0
26,11,3,3
103,49,10,7
120,106,0,0
40,37,0,0
418,328,13,9
336,172,7,3
292,223,0,0
231,119,0,0
163,81,9,1
27,20,18,17
89,68,0,0
786,526,13,9
534,290,2,2
39,37,0,0
452,357,1,1
36,22,0,0
356,256,1,1
897,418,15,12
84,73,1,1
30,14,0,0
131,117,0,0
75,46,1,1
112,100,0,0
131,85,2,2
38,34,7,7
437,215,0,0
143,115,0,0
38,25,24,17
39,37,0,0
67,35,13,11
46,35,0,0
35,24,20,13
103,70,2,2
30,28,1,1
603,266,3,3
142,107,0,0
26,14,5,3
896,669,0,0
87,74,0,0
52,35,4,3
275,205,0,0
66,53,0,0
80,53,7,2
281,88,1,1
41,34,0,0
1355,1092,567,422
126,100,0,0
58,47,0,0
36,19,23,19
38,25,0,0
180,134,1,1
24,19,17,14
49,42,0,0
883,436,0,0
25,17,7,6
36,34,0,0
681,482,16,14
92,61,0,0
248,173,1,1
191,158,0,0
189,80,12,9
23,12,8,7
355,269,3,3
270,229,1,1
81,55,47,39
57,29,0,0
32,13,6,3
412,214,18,16
268,158,4,2
313,241,125,105
190,140,5,2
612,171,22,17
135,111,0,0
199,167,0,0
64,27,2,1
52,34,6,4
116,95,0,0
889,488,4,3
26,6,6,2
224,92,473,192
146,126,0,0
133,103,7,4
282,182,2,2
17,15,0,0
203,149,2,2
243,108,9,7
344,155,2,2
184,150,0,0
1038,704,17,10
52,34,1,1
163,137,0,0
66,48,15,6
147,51,0,0
70,61,0,0
1194,601,33,19
28,22,65,46
46,44,0,0
854,346,5,4
43,29,0,0
157,100,2,1
684,515,0,0
76,25,28,12
86,75,0,0
85,50,0,0
354,204,2,2
68,49,0,0
623,353,5,5
441,194,1,1
66,52,7,3
321,174,22,14
364,297,4,3
161,102,2,1
84,52,1,1
42,31,0,0
207,114,21,10
231,175,1,1
46,39,0,0
71,40,11,4
22,16,12,9
38,30,0,0
336,255,1,1
523,213,23,20
232,176,6,5
260,151,3,3
152,112,0,0
200,144,2,1
519,297,5,4
55,25,1,1
679,455,4,3
55,46,0,0
198,130,1,1
45,40,0,0
129,117,1,1
897,277,76,22
29,20,19,15
54,34,0,0
118,82,35,23
391,129,3,3
505,292,3,3
114,71,52,41
38,35,0,0
23,16,20,13
530,381,3,2
44,33,0,0
344,248,30,23
267,196,0,0
237,164,2,2
183,140,0,0
21,20,17,17
86,41,0,0
58,38,0,0
282,209,0,0
39,26,0,0
98,68,4,2
20,14,13,5
242,190,3,2
25,19,20,13
77,72,1,1
199,96,0,0
679,513,425,349
806,553,11,7
189,136,0,0
229,180,0,0
458,373,0,0
820,625,1,1
414,276,2,2
71,65,0,0
120,107,1,1
289,225,2,1
135,101,2,2
102,67,0,0
32,28,0,0
74,52,1,1
345,145,99,67
50,38,0,0
95,45,0,0
171,109,0,0
95,90,0,0
31,29,0,0
184,101,0,0
53,47,0,0
24,19,16,12
46,40,0,0
116,95,0,0
29,12,10,7
729,277,7,5
1137,371,2,2
67,59,0,0
320,153,0,0
40,26,0,0
206,147,11,3
284,214,1,1
237,150,4,4
32,25,0,0
31,26,24,16
75,56,0,0
58,30,11,9
40,30,23,18
647,279,25,19
54,37,40,25
326,257,0,0
394,235,1,1
344,138,117,70
914,375,10,9
103,74,0,0
307,72,0,0
57,53,0,0
511,370,1,1
396,211,1,1
170,152,0,0
140,105,0,0
317,236,0,0
44,12,8,3
71,65,0,0
537,335,1,1
258,118,4,4
416,122,32,10
66,61,1,1
187,151,0,0
53,46,0,0
115,71,1,1
28,19,0,0
255,192,7,5
270,132,4,2
147,73,0,0
59,42,0,0
133,115,0,0
277,228,0,0
47,42,0,0
147,117,0,0
74,53,1,1
46,32,42,26
88,80,0,0
105,46,0,0
812,340,0,0
150,123,2,2
305,144,12,7
48,43,0,0
98,60,1,1
236,119,0,0
40,33,0,0
119,66,1,1
42,39,0,0
99,59,46,31
173,71,55,22
55,32,16,8
874,619,578,425
171,126,127,99
604,414,350,261
104,48,65,33
29,13,5,5
96,72,0,0
28,16,8,6
538,275,10,7
485,297,41,25
182,164,0,0
269,190,52,40
336,268,1,1
294,181,2,2
772,532,1,1
1131,601,11,8
36,36,0,0
76,49,1,1
258,192,4,2
38,31,0,0
666,371,17,14
92,58,4,2
112,105,0,0
102,67,3,3
149,102,24,16
143,123,8,5
307,159,0,0
18,10,10,7
62,20,0,0
46,12,0,0
46,6,3,1
126,60,51,33
72,62,0,0
33,22,4,3
153,139,0,0
39,25,0,0
71,45,1,1
118,83,1,1
799,343,46,26
31,29,0,0
24,21,4,4
274,187,85,57
156,101,6,4
116,61,1,1
38,26,17,13
197,145,0,0
950,442,691,357
335,220,2,2
677,342,4,3
29,20,3,3
96,58,0,0
251,155,126,67
308,138,36,29
239,182,140,104
202,125,3,3
174,87,4,2
389,284,255,193
47,32,14,13
388,281,257,201
104,91,80,67
180,162,114,103
41,25,1,1
555,229,1,1
